ID,TARGET_LifeExpectancy
253,56.06163947972081
254,56.207588230844
255,55.9905585000268
256,55.249473050734636
257,55.225540198452336
258,76.16659185452724
259,76.48441865693567
260,74.58313692576867
261,75.15117635586681
262,74.33360057578189
263,78.27329264927215
264,77.12088399810403
265,76.96247691461537
266,76.34460200698568
267,73.94627189694978
268,74.26051672977007
269,73.60826538442106
270,75.64691706494945
271,75.44539695162467
272,71.89639294799541
273,70.93575182575637
274,79.12023937054572
275,80.07198917066142
276,79.87543423346551
277,79.74761003088571
278,79.7081822383474
279,79.68132395808146
280,79.16475757575542
281,79.84055510796847
282,81.45091014916385
283,76.57420932818258
284,77.14621776904896
285,76.78506254203882
286,76.0881998052193
287,76.70464372810768
288,76.71741914618326
289,75.82307058483669
290,68.72305483437495
291,66.67466802058473
292,67.46561556166449
293,68.29378050628988
294,67.5253682685569
295,67.76468921660718
296,67.43930403851316
297,70.22406631656773
298,66.78054673341212
299,68.71910166021216
300,68.04244618992338
301,69.14420579332693
302,68.42746992789723
303,68.55208466014874
304,66.33151274096977
305,67.61142284193144
306,58.18514535597902
307,57.60693334635918
308,56.5808935353606
309,56.760430341633494
310,57.360222253192966
311,56.275576468881
312,55.02866975961908
313,56.29373283338477
314,59.3109331876618
315,58.992981475911364
316,56.8108792513656
317,55.7379133325139
318,54.009202121841184
319,55.615413917068956
320,56.21092204854237
321,58.482677323279965
322,68.53717935987302
323,66.2470402676532
324,67.43762466302428
325,70.08928554108486
326,65.84180100346144
327,65.36770448097089
328,67.35183752321484
329,66.10165273267064
330,63.913124096149055
331,67.27641296958315
332,62.60470650519449
333,62.625643033482305
334,60.87289020349177
335,61.77249374221891
336,62.37857821511389
337,63.807085578205786
338,73.10315961253141
339,73.35475985424888
340,73.29647398442323
341,72.9003674470219
342,72.71328424819453
343,73.91771278690777
344,72.06370559983313
345,71.64321147968158
346,72.00110846658045
347,71.13528667659449
348,71.00077912144008
349,71.49026457539597
350,70.51482824671288
351,70.72920005480456
352,70.18514989155138
353,72.51337317137515
354,78.37278073945875
355,80.55940869473547
356,78.86129937181161
357,80.08103885684802
358,78.610014327712
359,78.06951878759189
360,79.16521645939254
361,78.50393697351652
362,76.9619243508833
363,77.99613569749499
364,78.27280643602087
365,78.58251463197323
366,77.92543803950772
367,75.6391491777409
368,76.27335878559842
369,76.83068816107797
370,72.60024907577079
371,73.98122711975418
372,72.05180492572887
373,74.17840668679754
374,70.40977008124165
375,72.66222123345091
376,75.14035338579424
377,70.27549688321974
378,71.45093416213057
379,71.26871783413864
380,71.79044274832104
381,71.93604898977944
382,71.97271748966567
383,71.44829114375474
384,71.1693432935543
385,70.95042321296678
386,57.03541079536374
387,56.37437074551994
388,56.170105063759905
389,57.31775301462153
390,61.206266315096634
391,55.97489182922653
392,56.19218209465535
393,56.16380661733502
394,55.939282060514614
395,55.966461971938
396,55.77815509700052
397,53.221820620711846
398,53.456379451396195
399,55.31049848142362
400,54.43044851366086
401,54.635314926925204
402,66.20731626207228
403,64.40632794446915
404,65.68244430076206
405,61.979234904299254
406,62.96097400796316
407,60.515336791365385
408,62.0605291000996
409,61.08016540031257
410,61.7021176749128
411,61.25804985026758
412,60.985285682932684
413,59.96312539524158
414,59.06486286993079
415,58.64766489189042
416,57.632101634183854
417,56.270648021618825
418,81.6982161915328
419,79.7844616325693
420,79.56532508911168
421,79.42829001895583
422,79.78321001023282
423,77.6371494815415
424,77.4692151331949
425,77.82079529842709
426,77.79780426278673
427,78.38475410077695
428,78.75272181461813
429,77.6557509635976
430,78.6932288023823
431,78.48207130854405
432,77.63829688116464
433,79.15657460192705
434,77.33165221595773
435,74.91604536321168
436,75.77707811168791
437,75.46496208509598
438,75.38016971451695
439,71.52692977197704
440,75.40801710927347
441,73.50166649878163
442,74.6058598206879
443,74.69221704076006
444,74.3831327113061
445,73.93823064367675
446,73.74635992860617
447,73.18074738194224
448,73.83901202368743
449,73.10480965371465
450,73.762630649933
451,79.28143842079307
452,78.13208082442033
453,78.89919488877705
454,79.09849692542682
455,76.72683653542883
456,76.76074009367821
457,76.65537182126342
458,76.69169775932188
459,75.94565944172831
460,75.1008796383861
461,75.21235243852469
462,74.2600166112555
463,68.22276989731927
464,67.31732460922852
465,67.25371798646725
466,67.71571217227059
467,65.49326133288542
468,67.13240862144342
469,65.2610107243818
470,64.7334051248296
471,64.39780427408922
472,62.54394664055045
473,59.00188301464384
474,60.188904239777756
475,59.877863275373166
476,63.0399976135197
477,60.51624049804181
478,60.52914154098804
479,60.2509331726724
480,60.6505526300323
481,60.33784318313294
482,60.80656801412371
483,83.2197978083451
484,80.80369584095638
485,83.0900028212647
486,82.80623390939823
487,80.1724896819151
488,80.27785546138496
489,79.43833546212905
490,81.02671195146608
491,80.921398972842
492,80.77902305635402
493,80.68083319124808
494,80.70942264049135
495,82.27907931722406
496,80.67466063997121
497,80.32756281386143
498,79.9061304759161
499,82.26619502185905
500,80.94498806896044
501,81.66618551302399
502,82.43906008470842
503,81.48930288470666
504,81.55457952588421
505,79.67900088425625
506,80.97361639903518
507,80.1386334994044
508,80.10291767705996
509,80.04906676313466
510,79.79256199017283
511,79.0122233500919
512,78.7646510665006
513,77.77013314937976
514,77.770104350476
515,77.1761517031715
516,77.19567002002674
517,77.76348211291574
518,77.40991445042611
519,76.9448935637918
520,76.74654103338808
521,76.77364081493958
522,75.9332582310522
523,74.55928686308056
524,74.41390822231952
525,74.44927363192849
526,73.50850854325087
527,73.5440726958401
528,76.00645687297573
529,73.69725426260919
530,67.89115630256379
531,72.37048837064499
532,71.75141378291262
533,71.13489546630679
534,73.07981930997366
535,75.853082535096
536,73.29663193484724
537,73.30254372564555
538,71.67507121923126
539,72.81775872497172
540,70.70544349598309
541,70.44164789384061
542,69.79969978432636
543,71.99822975093255
544,72.53417118965675
545,73.59567487755763
546,71.27672114973898
547,79.9566220284251
548,80.94623389480844
549,80.20886396804826
550,78.052919341764
551,78.42311790750485
552,80.12255654836953
553,76.53551111639234
554,77.7056343923109
555,75.93170871439143
556,74.91348978242931
557,75.56990009078837
558,76.38969508087271
559,76.55518652662869
560,76.49937580409743
561,76.05331693616097
562,75.33862877847587
563,79.08596116275035
564,76.88741288766221
565,78.23251918782493
566,76.7273462814805
567,76.46275380774547
568,75.30740944294685
569,76.73375889695774
570,77.01083166441603
571,75.11017010876003
572,76.12993285245524
573,76.75446070042736
574,76.5439069246208
575,75.9547503256081
576,75.46648618642665
577,75.30170345929612
578,73.57833268566964
579,78.21706407922942
580,73.53392980771257
581,76.03524473431337
582,75.51288821287072
583,74.33739902789655
584,76.04913028563014
585,75.03787596828364
586,74.58585687921568
587,75.3962534791816
588,74.31474726867091
589,74.01378418796793
590,74.4943225802766
591,74.24556999665687
592,73.8527879730656
593,73.49398428798978
594,73.3928365465011
595,76.85565001828812
596,74.78190011984346
597,75.0263342493379
598,74.7576987790573
599,74.6275601268333
600,77.42677475454855
601,74.80579674071538
602,73.26726017150096
603,72.04378683572776
604,74.24340338344876
605,71.77406970291565
606,72.71208933309427
607,70.6326297817448
608,70.61834312833352
609,70.4207211700536
610,68.46440403390095
611,64.22921743787487
612,74.81729147285338
613,73.03092756648074
614,73.14799603579506
615,73.08430776426867
616,73.13659598073131
617,72.56835762083453
618,71.51736856183578
619,71.6618660407092
620,72.50879417109088
621,71.88898026681481
622,74.46324978537065
623,71.96916081111492
624,72.48769933010063
625,73.201808009551
626,73.02207073761018
627,75.24860665606596
628,77.40881722416219
629,73.77337162311808
630,75.6625026487914
631,75.61618572803242
632,75.00854229628035
633,74.7744763570108
634,75.42922695481704
635,74.3364730345165
636,74.64654429913284
637,75.07472972323218
638,75.10565365782415
639,74.18646803682645
640,73.9201666231439
641,74.3074086219693
642,73.88202977403695
643,71.71125659511361
644,76.01084760335561
645,76.72903946177792
646,74.93930433205522
647,75.11386985317374
648,75.18099849779094
649,76.03546853178834
650,74.18251668533503
651,74.98287697482193
652,74.85431734142136
653,74.19635880710311
654,74.52489538488004
655,74.49500319543796
656,74.54580812883648
657,74.59188312950724
658,74.14169443342747
659,69.48386539924753
660,80.66432688024985
661,79.15489731830212
662,79.1079108995335
663,79.08494496052212
664,78.99638154859011
665,78.90254178905994
666,78.78379042702969
667,78.6041333871699
668,80.4646589795632
669,78.1424039622784
670,77.99704273672609
671,77.73052199798833
672,77.48323929000603
673,77.48867121114482
674,75.03357751447277
675,75.6123669814806
676,74.08083395255879
677,70.10601390654259
678,71.26175778248945
679,72.31242854809668
680,72.39909845115794
681,69.85625179253279
682,71.53664568247318
683,70.49988345889115
684,72.02328958477034
685,75.02610734388269
686,72.05356033908093
687,71.02500697217108
688,71.04091038878795
689,72.31043527031065
690,69.86798107998024
691,69.70664507813973
692,58.48798088767093
693,58.048977227449235
694,56.99110308957828
695,57.856133659970894
696,57.99353428319688
697,58.193666967333336
698,58.218567338219046
699,57.187001658622016
700,60.77185689258572
701,57.985326510934286
702,58.00146357863915
703,57.15040861156743
704,57.225319050978776
705,57.07351055696489
706,57.677847181327124
707,57.632601180716634
708,60.639403547599514
709,59.936275204126
710,58.6281615541019
711,60.87802646720473
712,56.727805957615814
713,56.80412927620287
714,56.62889931380433
715,58.76727902979519
716,56.93504041642167
717,55.79010861025117
718,55.98073227978783
719,55.44342987018163
720,55.45946051424362
721,54.69845489629839
722,56.65052632495276
723,56.35346393707314
724,74.7123683643398
725,72.84832976236734
726,72.69604699628451
727,72.40634508196943
728,72.5046159392875
729,72.8408252693619
730,71.98475900146909
731,72.04778336227187
732,72.45465502119187
733,72.5410090763069
734,72.54710586279025
735,69.97801539106288
736,72.22439104597916
737,72.2177652355884
738,73.71037427457073
739,70.94280375029992
740,66.38901127896456
741,65.53664209490954
742,65.19669808900329
743,64.9682879404766
744,65.14581243701397
745,62.59204236180675
746,64.66149433689506
747,64.51272188369664
748,64.00646920260084
749,67.259404395582
750,64.24140372539364
751,63.69115913430677
752,63.43146844632473
753,62.10087683108872
754,62.88547621825741
755,64.0697901015689
756,66.32088941214637
757,66.08699506686578
758,69.94532453913538
759,70.33462544270975
760,69.74190468144488
761,69.05720356396282
762,69.12566453910772
763,71.35150573358665
764,67.79618769038794
765,68.28000740404751
766,68.28577031162388
767,68.52034661823102
768,69.12232216703778
769,68.95757988162535
770,69.18398688358965
771,69.07416622966042
772,70.66760795531123
773,68.88226977806275
774,67.81880465083873
775,68.67764623072264
776,69.0677255751538
777,68.67280023026385
778,68.79132327629986
779,66.05629956690565
780,65.84767011756725
781,64.97130767005054
782,66.13178529560298
783,65.34623619567475
784,65.21062935283707
785,64.87788238218911
786,64.02739109060303
787,64.3791854507928
788,74.16091034486256
789,72.81388546106287
790,74.46446972170169
791,73.40810348712222
792,76.30475333036142
793,74.36162022655806
794,72.76231651319738
795,74.2620106479721
796,75.29122249460214
797,75.24883123122153
798,76.21835134406469
799,72.42724797701493
800,71.74713424553622
801,73.8414872875514
802,74.00241599967605
803,73.63115905427384
804,77.95287963251975
805,76.72967258932049
806,76.05446258655388
807,75.862869215012
808,76.01831662145509
809,75.4447523203176
810,76.22313495000303
811,75.24523431115863
812,75.15140287937601
813,75.20909025558392
814,74.69668385722537
815,74.53767214721533
816,75.32525151400883
817,74.04638048595834
818,74.23063115176683
819,72.16425929086444
820,57.807401608050085
821,59.73327696841723
822,55.83214526813737
823,55.47250334475769
824,56.16100720752573
825,54.56298952262159
826,55.67805858956085
827,58.33880387138507
828,56.927051710417366
829,57.50142578821227
830,53.928001523258715
831,53.840103192099065
832,56.991295084285895
833,51.71494618406133
834,52.51287612266795
835,51.96181462839498
836,78.6835744017769
837,77.53540115182435
838,77.21452393376775
839,76.2781325548892
840,74.9555448079363
841,74.42623001963601
842,75.05817170541735
843,76.50956730211374
844,74.51249171242671
845,75.82640187464733
846,75.16225831910005
847,75.71886836257444
848,75.44134388362649
849,75.06110323641096
850,75.5276069614738
851,73.22830925881068
852,57.5813865009347
853,57.094045974907075
854,57.27068706406715
855,57.399990241350395
856,56.50491196707096
857,54.82497491665448
858,52.770349653719926
859,53.72463873680366
860,56.913992522030064
861,57.436062651754895
862,52.265450840925936
863,53.040531868370124
864,52.50732284938389
865,57.64940914692931
866,54.57861232779431
867,53.72461079638029
